title,summary,overall_sentiment_score,overall_sentiment_label,Date,Time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
Peering Into Oracle's Recent Short Interest,"Oracle's ( NYSE:ORCL ) short percent of float has fallen 5.88% since its last report. The company recently reported that it has 12.18 million shares sold short, which is 0.8% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.4 days to cover",-0.445427,Bearish,2022-05-17,17:02:39,ORCL,0.12031,-0.546168,Bearish
Twitter Bid: Musk Wants Help From an Agency He Hates,Billionaire Elon Musk wants the U.S. Securities and Exchange Commission to examine Twitter's financials.,-0.255633,Somewhat-Bearish,2022-05-17,18:13:00,ORCL,0.154885,0.006064,Neutral
Transactional and Marketing Emails Market Size to Grow by USD 8.87 billion | Amazon.com Inc. and Constant Contact Inc. Among Key Vendors | Technavio,"NEW YORK, May 18, 2022 /PRNewswire/ -- The Transactional and Marketing Emails Market is segmented by application ( transactions and marketing ) , end-user ( large enterprises, SMEs, and government ) , and geography ( North America, Europe, APAC, South America, and MEA ) . The market share is expe",0.071361,Neutral,2022-05-18,10:00:00,ORCL,0.037057,0.00043,Neutral
Transactional and Marketing Emails Market Size to Grow by USD 8.87 billion | Amazon.com Inc. and Constant Contact Inc. Among Key Vendors | Technavio,Technavio categorizes the global transactional and marketing emails market as a part of the global advertising market. External factors influencing the parent market's growth potential in the coming years have been thoroughly investigated in our research analysis.,0.04958,Neutral,2022-05-18,10:00:00,ORCL,0.060342,0.059098,Neutral
Oracle  ( ORCL )  Attains Additional DOD Provisional Authorizations,Oracle's (ORCL) Cloud Infrastructure services attain DOD provisional authorization and are available to U.S. defense and intelligence organizations.,0.083794,Neutral,2022-05-18,16:48:00,ORCL,0.801693,0.083794,Neutral
Oracle Whale Trades Spotted,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ( NYSE:ORCL ) we detected 16 strange trades. If we consider the specifics of each trade, it is accurate to state that 37% of the investors opened trades with bullish expectat",-0.028449,Neutral,2022-05-19,20:31:20,ORCL,0.620455,-0.126581,Neutral
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $67.04, moving -1.84% from the previous trading session.",-0.01646,Neutral,2022-05-19,22:00:05,ORCL,0.47075,-0.01857,Neutral
Oracle  ( ORCL )  Outpaces Stock Market Gains: What You Should Know,"Oracle (ORCL) closed at $69.83 in the latest trading session, marking a +1.16% move from the prior day.",-0.021663,Neutral,2022-05-25,22:00:05,ORCL,0.526304,0.037302,Neutral
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $71.92, marking a -1.18% move from the previous day.",-0.053225,Neutral,2022-05-31,22:00:07,ORCL,0.590965,-0.006265,Neutral
Here's How Much You Would Have Made Owning Oracle Stock In The Last 20 Years,"Oracle ( NYSE:ORCL ) has outperformed the market over the past 20 years by 4.35% on an annualized basis producing an average annual return of 11.54%. Currently, Oracle has a market capitalization of $190.40 billion. Buying $100 In ORCL: If an ...Full story available on Benzinga.com",-0.006629,Neutral,2022-06-02,15:01:34,ORCL,0.983317,0.064543,Neutral
How a millionaire outbid a billionaire to buy the Golden State Warriors in 2010,Inside the exploding offer that led to the sale of the NBA's Golden State Warriors,0.046982,Neutral,2022-06-02,19:57:00,ORCL,0.114209,0.059519,Neutral
"Okta  ( OKTA )  Reports Q1 Loss, Tops Revenue Estimates","Okta (OKTA) delivered earnings and revenue surprises of 20.59% and 6.68%, respectively, for the quarter ended April 2022. Do the numbers hold clues to what lies ahead for the stock?",-0.02043,Neutral,2022-06-02,21:45:05,ORCL,0.130571,-0.365085,Bearish
5 Cybersecurity Stocks For Your Watchlist Right Now,"Do You Have These Cybersecurity Stocks On Your June 2022 Watchlist? With growing digitalization across various industries in the past couple of years, demand for cybersecurity stocks has been rising in the stock market.",0.089221,Neutral,2022-06-05,17:00:00,ORCL,0.109939,0.0504,Neutral
Oracle  ( ORCL )  Outpaces Stock Market Gains: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $72.97, moving +1.64% from the previous trading session.",-0.037555,Neutral,2022-06-06,22:00:14,ORCL,0.60762,0.015557,Neutral
The Sales Intelligence Market Grows At 12% With Surge In Optimization And Enrichment Demand,"The Business Research Company's sales intelligence research report expands on key drivers, trends, and growth opportunities in the market.",0.001807,Neutral,2022-06-08,15:40:00,ORCL,0.050873,0.001807,Neutral
Elon Musk's Twitter Funding Partially Linked To A Russian Billionaire: Report,"Elon Musk has blown hot and cold with his intention to take social media platform Twitter, Inc. TWTR private. This has set in motion discussions regarding his intent and the sources of funding.",-0.021871,Neutral,2022-06-09,12:14:03,ORCL,0.272788,0.00454,Neutral
Oracle Stock To Beat The Consensus In Q4?,"It reported total revenues of $10.5 billion - up 4% y-o-y, primarily driven by a 5% increase in the cloud and license revenues and a 7% rise in the services segment.",-0.136678,Neutral,2022-06-10,12:00:36,ORCL,0.252515,-0.140051,Neutral
Tesla Files Proxy Statement Confirming Shareholder Vote for 3-for-1 Stock Split On Aug. 4,"Tesla Inc TSLA has finally confirmed after weeks of speculation that it has moved forward with plans for a stock split. What Happened: Tesla just filed its annual proxy statement with the SEC, revealing plans for a three-for-one stock split. TESLA SEEKS SHAREHOLDER APPROVAL FOR 3-FOR-1 STOCK ...",-0.232282,Somewhat-Bearish,2022-06-10,21:06:41,ORCL,0.330876,-0.159004,Somewhat-Bearish
Oracle Will Report Earnings Soon. Here's What to Expect.,"Maybe Larry Ellison's software company can save the day. Late Monday, Oracle ( ticker: ORCL ) will report earnings for the quarter ended in May. With tech shares mired in a deep decline, dragged down by rising inflation, soaring interest rates, recession fears, supply-chain troubles, and various ...",-0.144987,Neutral,2022-06-13,05:00:00,ORCL,0.971845,-0.144987,Neutral
A Peek Into The Markets: US Stock Futures Down Following Friday's Sell-Off,"U.S. stock futures traded lower in early pre-market trade after the Dow Jones dropped by around 880 points in the previous session following the release of inflation data for May. Investors are awaiting earnings results from Oracle Corporation ORCL and Braze, Inc. BRZE.",-0.041123,Neutral,2022-06-13,10:02:08,ORCL,0.175603,0.016826,Neutral
"Earnings Scheduled For June 13, 2022",• PFSweb PFSW is likely to report earnings for its first quarter. • Intellicheck IDN is projected to report quarterly loss at $0.10 per share on revenue of $3.39 million. • Zedge ZDGE is projected to report quarterly earnings at $0.07 per share on revenue of $5.40 million.,-0.065997,Neutral,2022-06-13,11:24:17,ORCL,0.634523,0.000261,Neutral
How Oracle's Earnings Could Break Tech's Losing Streak,Oracle Will Report Earnings Soon. Here's What to Expect. ...,-0.144987,Neutral,2022-06-13,11:49:00,ORCL,0.971845,-0.144987,Neutral
Oracle Stock Hits 52-Week Low Ahead Of Earnings: What's Going On?,Oracle Corp ORCL shares are trading lower Monday alongside several companies in the broader technology sector amid overall market weakness as stocks continue to sell off following worse-than-expected May CPI data.,-0.205434,Somewhat-Bearish,2022-06-13,19:44:53,ORCL,0.7887,-0.32662,Somewhat-Bearish
7 Stocks Moved By Traders on 'Fast Money: Halftime Report',"CNBC's ""Fast Money: Halftime Report"" delivers market-moving news to investors. The commentary delivered by hosts of the show often moves the stocks mentioned. The information is collected and refined using Benzinga Pro's News Tool. Benzinga Pro users can access this information by using the News ...",-0.126062,Neutral,2022-06-13,19:49:23,ORCL,0.485254,0.000567,Neutral
After-Hours Action: Why Oracle Stock Is Surging,"Oracle Corp ORCL shares are trading higher in Monday's after-hours session after the company announced better-than-expected financial results. Oracle said fiscal fourth-quarter revenue increased 5% year-over-year to $11.8 billion, which beat the estimate of $11.67 billion, according to data from ...",-0.02288,Neutral,2022-06-13,20:15:11,ORCL,0.9171,-0.001738,Neutral
Oracle stock jumps 9% on strong cloud revenue,"Oracle Corp.'s push to shift more of its business to the cloud paid off in its fiscal fourth quarter, and its stock was benefiting late Monday.",0.001525,Neutral,2022-06-13,20:25:00,ORCL,0.731358,-0.028767,Neutral
Oracle  ( ORCL )  Beats Q4 Earnings and Revenue Estimates,"Oracle (ORCL) delivered earnings and revenue surprises of 11.59% and 1.67%, respectively, for the quarter ended May 2022. Do the numbers hold clues to what lies ahead for the stock?",0.006754,Neutral,2022-06-13,21:25:03,ORCL,0.380495,-0.021971,Neutral
Stock Market Starts Trading Week with Bloodbath,"According to WSJ, the Fed is now considering a 75-basis-point (bps) rate hike this week.",0.054104,Neutral,2022-06-13,21:40:00,ORCL,0.331142,0.054104,Neutral
"U.S. stock futures lean higher after entering bear market, as Fed decision looms","U.S. stock futures rose on Tuesday, a day after entering a bear market ahead of what's expected to be one of the biggest Federal Reserve rate hikes in decades.",-0.047491,Neutral,2022-06-14,09:43:00,ORCL,0.244354,-0.003244,Neutral
"With 12.0 CAGR, Business Process Management Market Size Worth USD 26.18 billion in 2028","Pune, June 14, 2022 ( GLOBE NEWSWIRE ) -- The global Business Process Management Market size is anticipated to gain traction from the emergence of cloud-based business applications. They aid in achieving better availability as per the subscriber's choice, are cost-effective, and provide more ...",-0.090981,Neutral,2022-06-14,10:13:26,ORCL,0.025176,4.5e-05,Neutral
"After Oracle's Strong Earnings Beat, Wall Street Remains Cautious on the Stock",Oracle Posts a Strong Earnings Beat. But Wall Street Is Cautious on the Stock. ...,-0.105185,Neutral,2022-06-14,11:50:00,ORCL,0.990504,-0.129264,Neutral
Why Oracle Stock Is Rising,"Oracle Corp ORCL shares are trading higher Tuesday after the company announced better-than-expected financial results. Oracle said fiscal fourth-quarter revenue increased 5% year-over-year to $11.8 billion, which beat the estimate of $11.67 billion, according to data from Benzinga Pro.",-0.019993,Neutral,2022-06-14,13:44:27,ORCL,0.971691,-0.000805,Neutral
Why Oracle Stock Is Rising Today,Strong fourth-quarter results led the tech stock higher.,-0.002962,Neutral,2022-06-14,15:07:10,ORCL,0.504891,0.054983,Neutral
"Wall Street slips heading into Fed's big rate decision; FedEx, Oracle rise","FedEx jumps after lifting quarterly dividend by more than 50%. Oracle rises as sales, profit top estimates on cloud boom. Continental Resources jumps on buyout proposal from founder ...",-0.334658,Somewhat-Bearish,2022-06-14,17:20:00,ORCL,0.089295,-0.365126,Bearish
Oracle Gives Investors Some Good News In A Bearish Time,"Following a miserable three-day decline in the broad markets, investors were waiting for some positive news to pounce on and doing some buying. Oracle Corporation ORCL provided investors with a fourth-quarter beat and is Tuesday's PreMarket Prep Stock of the Day.",-0.073654,Neutral,2022-06-14,18:53:30,ORCL,0.642134,-0.116485,Neutral
Stock Market Today: Stocks Wobble Ahead of Fed's Next Rate Decision,"Another hot reading of inflation kept the bulls pinned to the ground Tuesday. All eyes now are on tomorrow's conclusion of the Federal Reserve's latest policy meeting, where America's central bank is expected to raise its benchmark interest rate once more.",-0.227561,Somewhat-Bearish,2022-06-14,20:17:56,ORCL,0.145981,0.623645,Bullish
"Company News for Jun 15, 2022","Companies in The News Are: ORCL, FDX, CLR, COIN.",-0.026184,Neutral,2022-06-15,13:32:00,ORCL,0.602594,-0.006669,Neutral
Check Out What Whales Are Doing With ORCL,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",-0.005705,Neutral,2022-06-15,20:48:33,ORCL,0.83383,-0.019219,Neutral
Here's How Much You Would Have Made Owning Oracle Stock In The Last 15 Years,"Oracle ORCL has outperformed the market over the past 15 years by 2.51% on an annualized basis producing an average annual return of 8.8%. Currently, Oracle has a market capitalization of $186.10 billion.",-0.01016,Neutral,2022-06-15,20:49:40,ORCL,0.983026,0.059844,Neutral
TikTok moves U.S. user data to Oracle servers,"TikTok has moved the information of its American customers to servers at Oracle Corp. to appease U.S. regulators and their worries over data integrity on the popular video app, Oracle told MarketWatch on Friday.",0.01229,Neutral,2022-06-17,17:15:00,ORCL,0.84922,0.01229,Neutral
